Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count
2022/07/07 14:15:18.9130,6.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.37,10.81,55.6,11.84,2022/07/06,13:33:05,-51.1697665,71.147988,100.352,8
2022/07/07 14:15:18.9392,6.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.35,10.23,55.5,11.73,2022/07/06,13:33:06,-51.1697498,71.1479807,98.239,9
2022/07/07 14:15:18.9656,6.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.31,9.94,55.3,11.6,2022/07/06,13:33:07,-51.1697353,71.147972,96.32,9
2022/07/07 14:15:18.9912,6.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.22,10.25,55.6,11.56,2022/07/06,13:33:08,-51.1697161,71.1479636,94.225,8
2022/07/07 14:15:19.0174,6.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.13,9.89,55.5,11.45,2022/07/06,13:33:09,-51.1697418,71.1479617,97.582,7
2022/07/07 14:15:19.0425,6.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.03,9.9,55.7,11.37,2022/07/06,13:33:10,-51.1697429,71.147959,98.689,7
2022/07/07 14:15:19.0696,6.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.99,9.78,55.7,11.3,2022/07/06,13:33:11,-51.1697461,71.1479586,101.289,7
2022/07/07 14:15:19.0952,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.88,9.67,55.7,11.23,2022/07/06,13:33:12,-51.1697668,71.1479615,104.564,8
2022/07/07 14:15:19.1208,6.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.67,9.64,56,11.16,2022/07/06,13:33:13,-51.1697849,71.1479609,106.2,8
2022/07/07 14:15:19.1370,6.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.56,9.64,56.2,11.11,2022/07/06,13:33:14,-51.1697875,71.1479581,108.263,7
2022/07/07 14:15:19.1695,6.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.47,9.66,56.5,11.04,2022/07/06,13:33:15,-51.1698096,71.1479573,110.31,8
2022/07/07 14:15:19.1952,6.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.36,9.64,56.8,11,2022/07/06,13:33:16,-51.1698398,71.1479573,112.259,8
2022/07/07 14:15:19.2207,6.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.19,9.64,56.8,11,2022/07/06,13:33:16,-51.1698398,71.1479573,112.259,8
2022/07/07 14:15:19.2217,6.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.19,9.61,57.1,10.94,2022/07/06,13:33:17,-51.1698653,71.147958,113.788,8
2022/07/07 14:15:19.2473,6.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991.06,9.57,57.3,10.9,2022/07/06,13:33:18,-51.1698836,71.1479602,115.634,8
2022/07/07 14:15:19.2735,6.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.92,9.45,57.2,10.85,2022/07/06,13:33:19,-51.1699284,71.1479654,118.913,9
2022/07/07 14:15:19.2992,6.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.79,9.32,57.1,10.79,2022/07/06,13:33:20,-51.1699533,71.1479636,120.248,9
2022/07/07 14:15:19.3252,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.67,9.29,57.1,10.75,2022/07/06,13:33:21,-51.1699706,71.1479591,121.903,9
2022/07/07 14:15:19.3521,6.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990.55,9.27,57.1,10.7,2022/07/06,13:33:22,-51.1699979,71.1479571,123.721,9
