Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count
2022/07/09 01:59:24.6385,5.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.01,8.32,67.3,10.87,2022/07/08,12:06:49,-51.2215384,71.1414344,2.036,10
2022/07/09 01:59:24.6639,5.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.93,8.3,67.6,10.82,2022/07/08,12:06:50,-51.2215349,71.1414283,1.325,10
2022/07/09 01:59:24.6901,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.83,8.01,67.9,10.71,2022/07/08,12:06:51,-51.2215698,71.1414295,4.318,10
2022/07/09 01:59:24.7161,5.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.75,8.02,68.3,10.64,2022/07/08,12:06:52,-51.2215601,71.1414274,4.341,10
2022/07/09 01:59:24.7421,5.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.71,7.95,68.5,10.56,2022/07/08,12:06:53,-51.2215365,71.1414212,2.582,10
2022/07/09 01:59:24.7680,5.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.62,7.71,68.7,10.46,2022/07/08,12:06:54,-51.2215395,71.1414206,4.063,10
2022/07/09 01:59:24.7941,5.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.52,7.61,68.9,10.35,2022/07/08,12:06:55,-51.2215546,71.1414225,5.248,10
2022/07/09 01:59:24.8194,5.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.38,7.57,69.3,10.29,2022/07/08,12:06:56,-51.2215734,71.1414253,7.393,10
2022/07/09 01:59:24.8459,5.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.29,7.53,69.6,10.19,2022/07/08,12:06:57,-51.2215654,71.1414243,7.954,10
2022/07/09 01:59:24.8720,5.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.19,7.52,70,10.09,2022/07/08,12:06:58,-51.2215704,71.141425,10.046,10
2022/07/09 01:59:24.8896,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016.02,7.49,70.3,10.03,2022/07/08,12:06:59,-51.2215781,71.1414263,12.674,10
2022/07/09 01:59:24.9230,5.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.92,7.48,70.7,9.93,2022/07/08,12:07:00,-51.2215759,71.1414278,14.465,10
2022/07/09 01:59:24.9496,5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.73,7.46,71,9.88,2022/07/08,12:07:01,-51.221575,71.1414296,16.208,10
2022/07/09 01:59:24.9756,5.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.6,7.46,71.3,9.83,2022/07/08,12:07:02,-51.2215793,71.1414329,17.699,9
2022/07/09 01:59:25.0026,5.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.49,7.44,71.6,9.77,2022/07/08,12:07:03,-51.2215874,71.141438,18.882,9
2022/07/09 01:59:25.0279,5.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.37,7.44,71.9,9.71,2022/07/08,12:07:04,-51.2215989,71.1414437,20.876,9
2022/07/09 01:59:25.0546,5.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.21,7.44,72.1,9.66,2022/07/08,12:07:05,-51.2216051,71.1414488,21.99,9
2022/07/09 01:59:25.0802,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.12,7.44,72.3,9.6,2022/07/08,12:07:06,-51.2215969,71.1414493,22.35,8
2022/07/09 01:59:25.1062,5.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015.02,7.42,72.6,9.56,2022/07/08,12:07:07,-51.2216206,71.1414558,26.274,8
2022/07/09 01:59:25.1317,5.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.92,7.41,72.8,9.52,2022/07/08,12:07:08,-51.2216292,71.1414587,28.755,8
2022/07/09 01:59:25.1583,5.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.77,7.43,73,9.5,2022/07/08,12:07:09,-51.2216134,71.1414589,30.496,9
2022/07/09 01:59:25.1743,5.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.67,7.41,73.2,9.46,2022/07/08,12:07:10,-51.221615,71.1414625,32.436,9
2022/07/09 01:59:25.2067,5.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.56,7.39,73.4,9.42,2022/07/08,12:07:11,-51.2216152,71.1414648,34.31,9
2022/07/09 01:59:25.2320,5.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.48,7.38,73.6,9.38,2022/07/08,12:07:12,-51.2215956,71.1414607,34.535,9
2022/07/09 01:59:25.2587,5.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.39,7.37,73.8,9.34,2022/07/08,12:07:13,-51.2215865,71.1414581,36.796,8
2022/07/09 01:59:25.2840,5.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.23,7.36,74,9.31,2022/07/08,12:07:14,-51.2215848,71.1414584,39.194,9
2022/07/09 01:59:25.3099,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.1,7.33,74.1,9.27,2022/07/08,12:07:15,-51.2215853,71.1414574,41.803,9
2022/07/09 01:59:25.3362,5.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.98,7.34,74.2,9.26,2022/07/08,12:07:16,-51.2215827,71.1414572,43.467,8
2022/07/09 01:59:25.3622,5.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.85,7.32,74.4,9.23,2022/07/08,12:07:17,-51.2215634,71.1414576,43.708,9
2022/07/09 01:59:25.3887,5.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.74,7.31,74.6,9.21,2022/07/08,12:07:18,-51.2215543,71.1414578,45.531,8
2022/07/09 01:59:25.4141,5.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.63,7.3,74.7,9.19,2022/07/08,12:07:19,-51.2215472,71.1414547,47.414,8
2022/07/09 01:59:25.4408,5.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.52,7.31,74.8,9.14,2022/07/08,12:07:20,-51.2215307,71.1414517,48.331,9
2022/07/09 01:59:25.4662,5.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.46,7.33,74.9,9.14,2022/07/08,12:07:21,-51.2215151,71.1414501,49.448,9
2022/07/09 01:59:25.4921,6.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.28,7.32,75,9.12,2022/07/08,12:07:22,-51.2214913,71.1414491,48.954,9
2022/07/09 01:59:25.5181,6.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.21,7.31,75.1,9.12,2022/07/08,12:07:23,-51.221468,71.141448,47.649,9
2022/07/09 01:59:25.5448,6.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013.07,7.3,75.2,9.1,2022/07/08,12:07:24,-51.2214777,71.1414478,49.847,9
2022/07/09 01:59:25.5704,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.99,7.29,75.3,9.05,2022/07/08,12:07:25,-51.2214577,71.1414451,49.912,9
2022/07/09 01:59:25.5961,6.106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.85,7.26,75.4,9.04,2022/07/08,12:07:26,-51.221421,71.1414424,45.817,9
2022/07/09 01:59:25.6219,6.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.79,7.23,75.5,9.01,2022/07/08,12:07:27,-51.2213965,71.1414391,44.832,9
2022/07/09 01:59:25.6480,6.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.68,7.25,75.5,9,2022/07/08,12:07:28,-51.2213672,71.141434,44.181,9
2022/07/09 01:59:25.6745,6.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.57,7.26,75.7,8.98,2022/07/08,12:07:29,-51.2213413,71.1414319,43.174,9
2022/07/09 01:59:25.7001,6.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.46,7.26,75.7,8.97,2022/07/08,12:07:30,-51.2213251,71.1414342,41.54,9
2022/07/09 01:59:25.7264,6.236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.35,7.25,75.8,8.93,2022/07/08,12:07:31,-51.2213169,71.1414346,41.061,9
2022/07/09 01:59:25.7522,6.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.26,7.23,75.9,8.93,2022/07/08,12:07:32,-51.2212822,71.1414303,37.844,9
2022/07/09 01:59:25.7781,6.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.14,7.25,75.9,8.91,2022/07/08,12:07:33,-51.2212714,71.1414263,38.399,9
2022/07/09 01:59:25.7895,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.03,7.24,76,8.91,2022/07/08,12:07:34,-51.2212507,71.1414212,36.463,9
2022/07/09 01:59:25.8302,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.96,7.26,76,8.9,2022/07/08,12:07:35,-51.2212323,71.1414187,34.124,9
2022/07/09 01:59:25.8565,6.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.86,7.26,76.1,8.89,2022/07/08,12:07:36,-51.2212218,71.1414179,34.553,9
2022/07/09 01:59:25.8824,6.392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.79,7.26,76.1,8.87,2022/07/08,12:07:37,-51.2212155,71.1414172,35.709,9
2022/07/09 01:59:25.8983,6.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.65,7.25,76.2,8.87,2022/07/08,12:07:38,-51.2212184,71.1414153,36.71,7
2022/07/09 01:59:25.9312,6.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.55,7.22,76.2,8.86,2022/07/08,12:07:39,-51.2212231,71.1414167,38.306,9
2022/07/09 01:59:25.9555,6.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.43,7.22,76.3,8.83,2022/07/08,12:07:40,-51.2212326,71.1414148,37.784,8
2022/07/09 01:59:25.9817,6.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.35,7.23,76.3,8.83,2022/07/08,12:07:41,-51.2212353,71.1414134,38.583,8
2022/07/09 01:59:26.0081,6.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.24,7.25,76.3,8.83,2022/07/08,12:07:42,-51.2212178,71.1414119,36.868,9
2022/07/09 01:59:26.0342,6.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.17,7.23,76.3,8.82,2022/07/08,12:07:43,-51.2212018,71.1414123,33.867,9
2022/07/09 01:59:26.0604,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.05,7.25,76.4,8.82,2022/07/08,12:07:44,-51.2211913,71.1414132,32.47,9
2022/07/09 01:59:26.0874,6.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.95,7.25,76.4,8.79,2022/07/08,12:07:45,-51.2212129,71.1414116,31.408,9
2022/07/09 01:59:26.1130,6.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.86,7.24,76.5,8.8,2022/07/08,12:07:46,-51.221251,71.1414159,34.71,9
2022/07/09 01:59:26.1388,6.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.74,7.26,76.6,8.8,2022/07/08,12:07:47,-51.2212442,71.1414153,35.502,8
2022/07/09 01:59:26.1652,6.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.6,7.25,76.7,8.79,2022/07/08,12:07:48,-51.2212384,71.1414122,34.545,8
2022/07/09 01:59:26.1907,6.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.48,7.28,76.7,8.8,2022/07/08,12:07:49,-51.2212376,71.141413,35.507,9
2022/07/09 01:59:26.2165,6.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.36,7.27,76.7,8.79,2022/07/08,12:07:50,-51.22125,71.1414163,37.531,8
2022/07/09 01:59:26.2425,6.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.31,7.28,76.7,8.79,2022/07/08,12:07:51,-51.2212358,71.1414153,38.128,9
2022/07/09 01:59:26.2693,6.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.18,7.27,76.8,8.79,2022/07/08,12:07:52,-51.2212187,71.1414116,37.89,9
2022/07/09 01:59:26.2943,6.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010.08,7.26,76.8,8.8,2022/07/08,12:07:53,-51.2212057,71.1414116,39.684,8
2022/07/09 01:59:26.3212,6.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.92,7.25,76.8,8.78,2022/07/08,12:07:54,-51.2212006,71.1414134,42.353,9
2022/07/09 01:59:26.3463,6.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.85,7.25,76.9,8.78,2022/07/08,12:07:55,-51.2211957,71.1414151,44.186,9
2022/07/09 01:59:26.3720,6.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.74,7.25,76.9,8.76,2022/07/08,12:07:56,-51.2211956,71.1414156,46.305,9
2022/07/09 01:59:26.3987,6.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.6,7.24,77,8.78,2022/07/08,12:07:57,-51.2211901,71.1414117,47.916,9
2022/07/09 01:59:26.4238,6.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,7.25,77,8.76,2022/07/08,12:07:58,-51.221178,71.1414088,47.916,9
2022/07/09 01:59:26.4248,6.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.44,7.25,77,8.76,2022/07/08,12:07:58,-51.221178,71.1414088,50.342,9
