Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,
2022/07/03 12:12:47.4501,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.82,7.24,72.9,8.01,2022/07/03,12:12:45,-51.2213378,71.1403941,2.628,7,
2022/07/03 12:12:48.0065,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.03,8.94,67.6,9.71,2022/07/02,01:22:49,-51.2228679,71.1466526,1351.945,4,
2022/07/03 12:12:48.0327,0.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.02,8.96,67.6,9.71,2022/07/02,01:22:50,-51.2227539,71.1463823,1279.013,4,
2022/07/03 12:12:48.0576,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.99,8.94,67.6,9.71,2022/07/02,01:22:51,-51.2226918,71.1461368,1221.926,4,
2022/07/03 12:12:48.0836,0.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.98,8.94,67.6,9.71,2022/07/02,01:22:52,-51.2226123,71.1458197,1150.458,4,
2022/07/03 12:12:48.1087,0.659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.04,8.94,67.6,9.72,2022/07/02,01:22:53,-51.2225098,71.1454219,1062.692,4,
2022/07/03 12:12:48.1353,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.02,8.94,67.6,9.71,2022/07/02,01:22:54,-51.2224387,71.1452053,1011.801,4,
2022/07/03 12:12:48.1509,0.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.96,8.93,67.6,9.71,2022/07/02,01:22:54,-51.2224387,71.1452053,1011.801,4,
2022/07/03 12:12:48.1519,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.96,8.93,67.6,9.71,2022/07/02,01:22:55,-51.2223788,71.1450216,970.476,4,
2022/07/03 12:12:48.1833,0.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.96,8.94,67.6,9.71,2022/07/02,01:22:56,-51.2223151,71.1448295,927.028,4,
2022/07/03 12:12:48.2099,0.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.98,8.93,67.6,9.71,2022/07/02,01:22:57,-51.2222661,71.1446924,896.752,4,
2022/07/03 12:12:48.2346,0.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.99,8.93,67.6,9.71,2022/07/02,01:22:58,-51.2222267,71.1445658,870.002,4,
2022/07/03 12:12:48.2610,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,8.93,67.6,9.71,2022/07/02,01:22:59,-51.2221942,71.1444425,843.372,4,
2022/07/03 12:12:48.2876,0.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012.05,8.94,67.6,9.72,2022/07/02,01:23:00,-51.2221436,71.1442601,805.138,4,
2022/07/03 12:12:48.3134,0.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.98,8.94,67.6,9.71,2022/07/02,01:23:01,-51.2221039,71.1441257,777.069,4,
2022/07/03 12:12:48.3394,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.99,8.93,67.6,9.71,2022/07/02,01:23:02,-51.2220654,71.1439619,742.844,4,
2022/07/03 12:12:48.3510,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.95,8.93,67.6,9.71,2022/07/02,01:23:03,-51.222028,71.1437758,704.215,4,
