Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count
2022/07/11 01:46:36.3864,34.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.48,15.66,31.8,16.4,2022/07/09,20:34:30,-51.1705171,71.1480553,130.087,6
2022/07/11 01:46:36.4124,34.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.46,15.26,31.9,16.31,2022/07/09,20:34:31,-51.1705176,71.148053,130.073,6
2022/07/11 01:46:36.4391,34.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.43,15.67,32,16.36,2022/07/09,20:34:32,-51.1705263,71.1480561,130.287,6
2022/07/11 01:46:36.4653,34.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.37,15.39,32.1,16.31,2022/07/09,20:34:33,-51.1705203,71.1480593,130.488,6
2022/07/11 01:46:36.4903,34.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.4,14.88,32.2,16.2,2022/07/09,20:34:34,-51.1705245,71.1480608,130.248,6
2022/07/11 01:46:36.5007,34.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.38,14.44,32.3,16.05,2022/07/09,20:34:35,-51.1705007,71.1480562,128.24,6
2022/07/11 01:46:36.5426,34.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.39,14.53,32.5,15.99,2022/07/09,20:34:36,-51.1704674,71.148057,129.678,6
2022/07/11 01:46:36.5688,34.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.42,14.79,32.7,16.02,2022/07/09,20:34:37,-51.1704742,71.1480532,129.994,6
2022/07/11 01:46:36.5871,34.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.35,14.81,32.8,16.06,2022/07/09,20:34:38,-51.1704816,71.1480501,131.168,6
2022/07/11 01:46:36.6198,35.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992.48,14.69,32.9,16.03,2022/07/09,20:34:39,-51.1704467,71.1480397,127.167,7
