Time,COM Elapse,0-Pressure,0-Pressure Temperature,0-Humidity,0-Humidity Temperature,1-EE03 Humidity,1-EE03 Humidity Temperature,2-Sensor Temperature,2-Object Temperature,3-GPS Latitude,3-GPS Longitude,3-GPS Altitude,3-GPS Sat Count,4-HTU21D Humidity,4-HTU21D Humidity Temperature,5-NTC Temperature A,5-NTC Resistance A,6-Hanwei CO ppm,6-Hanwei CO SUP VDC,6-Hanwei CO VDC ,7-Hanwei CH4 ppm,7-Hanwei CH4 SUP VDC,7-Hanwei CH4 VDC ,8-IST HYT 271 Humidity,8-IST HYT 271 Humidity Temperature,13-NTC Temperature B,13-NTC Resistance B,14-EEH210 Humidity,14-EEH210 Humidity Temperature,15-IMS PT100A Temperature,15-IMS PT100A Resistance,16-IMS PT100B Temperature,16-IMS PT100B Resistance,17-IST HYT 271 Humidity B,17-IST HYT 271 Humidity Temperature B,XQ-iMet-XQ Pressure,XQ-iMet-XQ Air Temperature,XQ-iMet-XQ Humidity,XQ-iMet-XQ Humidity Temp,XQ-iMet-XQ Date,XQ-iMet-XQ Time,XQ-iMet-XQ Longitude,XQ-iMet-XQ Latitude,XQ-iMet-XQ Altitude,XQ-iMet-XQ Sat Count,
2022/07/09 01:49:31.5222,0.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011.72,9.04,68.5,10.09,2022/07/09,01:49:28,-45.1974813,62.7303044,16827.287,0,
2022/07/09 01:49:32.1305,0.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.2,15.56,58.7,15.78,2022/07/08,10:33:00,-51.2212677,71.1405609,21.151,9,
2022/07/09 01:49:32.1603,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017.93,15.56,61.2,16,2022/07/08,10:33:01,-51.2212772,71.1405554,23.741,9,
2022/07/09 01:49:32.1862,0.664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.01,15.77,61.2,16.02,2022/07/08,10:33:02,-51.2212824,71.140558,23.906,9,
2022/07/09 01:49:32.2124,0.690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.09,15.8,61.2,16.03,2022/07/08,10:33:03,-51.22129,71.1405627,22.803,9,
2022/07/09 01:49:32.2375,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.12,15.77,61.3,16.03,2022/07/08,10:33:04,-51.2212818,71.1405582,23.211,9,
2022/07/09 01:49:32.2637,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.11,15.77,61.3,16.03,2022/07/08,10:33:05,-51.2212951,71.1405564,23.048,9,
2022/07/09 01:49:32.2900,0.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.15,15.77,61.4,16.04,2022/07/08,10:33:06,-51.2213113,71.1405526,23.192,9,
2022/07/09 01:49:32.3156,0.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.18,15.73,61.4,16.04,2022/07/08,10:33:07,-51.2213241,71.1405377,25.719,9,
2022/07/09 01:49:32.3410,0.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.19,15.78,61.4,16.04,2022/07/08,10:33:08,-51.2213385,71.1405405,23.703,9,
2022/07/09 01:49:32.3685,0.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.14,15.78,61.4,16.06,2022/07/08,10:33:09,-51.2213459,71.1405384,23.766,9,
2022/07/09 01:49:32.3935,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.14,15.74,61.4,16.06,2022/07/08,10:33:10,-51.2213481,71.1405386,21.52,9,
2022/07/09 01:49:32.4201,0.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.13,15.82,61.4,16.06,2022/07/08,10:33:11,-51.2213517,71.1405322,20.035,9,
2022/07/09 01:49:32.4459,0.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018.13,15.79,61.5,16.07,2022/07/08,10:33:12,-51.2213463,71.1405271,17.479,9,
